hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0020101,,Invasive fungal infection,,,Invasive fungal infection,
HP:0020102,,Pneumocystis jirovecii pneumonia,,,Pneumocystis jirovecii pneumonia,
HP:0020103,,Invasive pulmonary aspergillosis,,,Invasive pulmonary aspergillosis,
HP:0020104,,Unusual protozoan infection,,,Unusual protozoan infection,
HP:0020105,,Severe toxoplasmosis,,,Severe toxoplasmosis,
HP:0020106,,Severe giardiasis,,,Severe giardiasis,
HP:0020107,,Unusual helminthic infection,,,Unusual helminthic infection,
HP:0020108,,Unusual parasitic infection,,,Unusual parasitic infection,
HP:0020110,,Bone fracture,,,Bone fracture,
HP:0020111,,Abnormal CD4+CD25+ regulatory T cell proportion,,,Abnormal CD4+CD25+ regulatory T cell proportion,
HP:0020112,,Elevated proportion of CD4+CD25+ regulatory T cells,,,Elevated proportion of CD4+CD25+ regulatory T cells,
HP:0020113,,Reduced proportion of CD4+CD25+ regulatory T cells,,,Reduced proportion of CD4+CD25+ regulatory T cells,
HP:0020114,,Persistent human papillomavirus infection,,,Persistent human papillomavirus infection,
HP:0020117,,Hypoplastic dermoepidermal hemidesmosomes,,,Hypoplastic dermoepidermal hemidesmosomes,
HP:0020118,,Radial artery aplasia,,,Radial artery aplasia,
HP:0020119,,Abnormal retinal nerve fiber layer morphology,,,Abnormal retinal nerve fiber layer morphology,
HP:0020120,,Retinal nerve fiber edema,,,Retinal nerve fiber edema,
HP:0020121,,Conception by assisted reproductive technology,,,Conception by assisted reproductive technology,
HP:0020122,,Bite cells,,,Bite cells,
HP:0020123,,Tympanosclerosis,,,Tympanosclerosis,
HP:0020125,,Spontaneous conjunctival filtering bleb,,,Spontaneous conjunctival filtering bleb,
HP:0020126,,Prostate mass,,,Prostate mass,
HP:0020127,,Periarticular soft-tissue mass,,,Periarticular soft-tissue mass,
HP:0020128,,Aplasia of the olfactory tract,,,Aplasia of the olfactory tract,
HP:0020129,,Abnormal urine protein level,,,Abnormal urine protein level,
HP:0020130,,Increased urinary neutrophil gelatinase-associated lipocalin,,,Increased urinary neutrophil gelatinase-associated lipocalin,
HP:0020131,,Abnormal tubular basement membrane morphology,,,Abnormal tubular basement membrane morphology,
HP:0020132,,Thickening of the tubular basement membrane,,,Thickening of the tubular basement membrane,
HP:0020133,,Podocyte hypertrophy,,,Podocyte hypertrophy,
HP:0020134,,Increased urine neutrophil count,,,Increased urine neutrophil count,
HP:0020135,,Myofibromatosis,,,Myofibromatosis,
HP:0020136,,Anticardiolipin IgG antibody positivity,,,Anticardiolipin IgG antibody positivity,
HP:0020137,,Anticardiolipin IgM antibody positivity,,,Anticardiolipin IgM antibody positivity,
HP:0020138,,History of recent animal bite,,,History of recent animal bite,
HP:0020139,,History of recent insect bite,,,History of recent insect bite,
HP:0020140,,History of recent tick bite,,,History of recent tick bite,
HP:0020141,,Blood pressure substantially higher in legs than arms,,,Blood pressure substantially higher in legs than arms,
HP:0020142,,Blood pressure substantially higher in arms than legs,,,Blood pressure substantially higher in arms than legs,
HP:0020143,,Tracheal duplication cyst,,,Tracheal duplication cyst,
HP:0020144,,Calcium phosphate crystalluria,,,Calcium phosphate crystalluria,
HP:0020145,,Calcium oxalate crystalluria,,,Calcium oxalate crystalluria,
HP:0020146,,Calcium carbonate crystalluria,,,Calcium carbonate crystalluria,
HP:0020147,,2-Methylbutyryl glycinuria,,,2-Methylbutyryl glycinuria,
HP:0020148,,Increased circulating mead acid level,,,Increased circulating mead acid level,
HP:0020149,,Elevated circulating succinate,,,Elevated circulating succinate,
HP:0020150,,Elevated urinary uromodulin,,,Elevated urinary uromodulin,
HP:0020151,,Anti-DNA antibody positivity,,,Anti-DNA antibody positivity,
HP:0020152,,Distal joint laxity,,,Distal joint laxity,
HP:0020153,,"Positive blood 1,3 beta glucan test",,,"Positive blood 1,3 beta glucan test",
HP:0020154,,Nevus comedonicus,,,Nevus comedonicus,
HP:0020155,,Abnormal oocyte morphology,,,Abnormal oocyte morphology,
HP:0020156,,Abnormal zona pellucida morphology,,,Abnormal zona pellucida morphology,
HP:0020157,,Thin zona pellucida,,,Thin zona pellucida,
HP:0020158,,Increased circulating adrenic acid concentration,,,Increased circulating adrenic acid concentration,
HP:0020159,,Reduced response to gonadotropin-releasing hormone stimulation test,,,Reduced response to gonadotropin-releasing hormone stimulation test,
HP:0020160,,GM1-ganglioside accumulation,,,GM1-ganglioside accumulation,
HP:0020161,,Branch retinal artery occlusion,,,Branch retinal artery occlusion,
HP:0020163,,Cilioretinal artery occlusion,,,Cilioretinal artery occlusion,
HP:0020164,,Ophthalmic artery occlusion,,,Ophthalmic artery occlusion,
HP:0020165,,Branch retinal vein occlusion,,,Branch retinal vein occlusion,
HP:0020166,,Central retinal vein occlusion,,,Central retinal vein occlusion,
HP:0020167,,Hemiretinal vein occlusion,,,Hemiretinal vein occlusion,
HP:0020169,,Abnormal drug response,,,Abnormal drug response,
HP:0020170,,Increased blood drug concentration,,,Increased blood drug concentration,
HP:0020171,,Decreased blood drug concentration,,,Decreased blood drug concentration,
HP:0020172,,Adverse drug response,,,Adverse drug response,
HP:0020173,,Reduced drug efficacy,,,Reduced drug efficacy,
HP:0020174,,Refractory drug response,,,Refractory drug response,
HP:0020175,,Reduced cholinesterase activity,,,Reduced cholinesterase activity,
HP:0020176,,Cholesterol crystalluria,,,Cholesterol crystalluria,
HP:0020177,,"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells",,,"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells",
HP:0020178,,Abnormal dendritic cell count,,,Abnormal dendritic cell count,
HP:0020179,,Abnormal haptoglobin level,,,Abnormal haptoglobin level,
HP:0020180,,Elevated haptoglobin level,,,Elevated haptoglobin level,
HP:0020181,,Reduced haptoglobin level,,,Reduced haptoglobin level,
HP:0020182,,Abnormal A-type atrial natriuretic peptide level,,,Abnormal A-type atrial natriuretic peptide level,
HP:0020183,,Increased circulating A-type natriuretic peptide level,,,Increased circulating A-type natriuretic peptide level,
HP:0020184,,Decreased circulating A-type natriuretic peptide level,,,Decreased circulating A-type natriuretic peptide level,
HP:0020185,,Superior cerebellar dysplasia,,,Superior cerebellar dysplasia,
HP:0020186,,Multilobulated spleen,,,Multilobulated spleen,
HP:0020187,,Thick pachygyria,,,Thick pachygyria,
HP:0020188,,Anterior predominant pachygyria with 5-10 mm cortical thickness,,,Anterior predominant pachygyria with 5-10 mm cortical thickness,
HP:0020189,,Posterior predominant thick cortex pachygyria,,,Posterior predominant thick cortex pachygyria,
HP:0020190,,Perisylvian predominant thick cortex pachygyria,,,Perisylvian predominant thick cortex pachygyria,
HP:0020191,,Anterior predominant thick cortex pachygyria,,,Anterior predominant thick cortex pachygyria,
HP:0020192,,Pachygyria with 5-10 mm cortical thickness,,,Pachygyria with 5-10 mm cortical thickness,
HP:0020193,,Prolonged reptilase time,,,Prolonged reptilase time,
HP:0020194,,IgA heavy chain paraproteinemia,,,IgA heavy chain paraproteinemia,
HP:0020195,,IgG heavy chain paraproteinemia,,,IgG heavy chain paraproteinemia,
HP:0020196,,IgM heavy chain paraproteinemia,,,IgM heavy chain paraproteinemia,
HP:0020197,,Increased circulating arachidonic acid level,,,Increased circulating arachidonic acid level,
HP:0020198,,Abnormal circulating 18-hydroxycorticosterone level,,,Abnormal circulating 18-hydroxycorticosterone level,
HP:0020199,,Decreased circulating 18-hydroxycortisone level,,,Decreased circulating 18-hydroxycortisone level,
HP:0020200,,Increased circulating 18-hydroxycortisone level,,,Increased circulating 18-hydroxycortisone level,
HP:0020201,,Abnormal sarcomere morphology,,,Abnormal sarcomere morphology,
HP:0020202,,Abnormal Z disc morphology,,,Abnormal Z disc morphology,
HP:0020203,,Z-band streaming,,,Z-band streaming,
HP:0020204,,Tubulointerstitial bacterial infiltration,,,Tubulointerstitial bacterial infiltration,
HP:0020205,,Tubulointerstitial fungal infiltration,,,Tubulointerstitial fungal infiltration,
HP:0020206,,Simple ear,,,Simple ear,
HP:0020207,,Reflex seizure,,,Reflex seizure,
HP:0020208,,Eating-induced seizure,,,Eating-induced seizure,
HP:0020209,,Hot water-induced seizure,,,Hot water-induced seizure,
HP:0020210,,Praxis-induced seizure,,,Praxis-induced seizure,
HP:0020211,,Proprioceptive-induced seizure,,,Proprioceptive-induced seizure,
HP:0020212,,Reading-induced seizure,,,Reading-induced seizure,
HP:0020213,,Somatosensory-induced seizure,,,Somatosensory-induced seizure,
HP:0020214,,Startle-induced seizure,,,Startle-induced seizure,
HP:0020215,,Thinking-induced seizure,,,Thinking-induced seizure,
HP:0020216,,Visually-induced seizure,,,Visually-induced seizure,
HP:0020217,,Focal motor aware seizure,,,Focal motor aware seizure,
HP:0020218,,Focal aware atonic seizure,,,Focal aware atonic seizure,
HP:0020219,,Motor seizure,,,Motor seizure,
HP:0020220,,Focal atonic seizure,,,Focal atonic seizure,
HP:0020221,,Clonic seizure,,,Clonic seizure,
HP:0025004,,Hallux rigidus,,,Hallux rigidus,
HP:0025005,,Thickening of glomerular capillary wall,,,Thickening of glomerular capillary wall,
HP:0025006,,Abnormal glomerular capillary morphology,,,Abnormal glomerular capillary morphology,
HP:0025007,,Ectopic fovea,,,Ectopic fovea,
HP:0025008,,Tracheal tug on inspiration,,,Tracheal tug on inspiration,
HP:0025009,,Forward slanting upper incisors,,non-facial dysmorphism,Forward slanting upper incisors,
HP:0025010,,Foveal atrophy,,,Foveal atrophy,
HP:0025011,,Pyriform aperture stenosis,,,Pyriform aperture stenosis,
HP:0025012,,Status cribrosum,,,Status cribrosum,
HP:0025013,,Decerebrate rigidity,,,Decerebrate rigidity,
HP:0025014,,Subcutaneous spheroids,,,Subcutaneous spheroids,
HP:0025015,,Abnormal vascular morphology,,,Abnormal vascular morphology,
HP:0025016,,Abnormal capillary morphology,,,Abnormal capillary morphology,
HP:0025017,,Capillary fragility,,,Capillary fragility,
HP:0025018,,Abnormal capillary physiology,,,Abnormal capillary physiology,
HP:0025019,,Arterial rupture,,,Arterial rupture,
HP:0025020,,Elevated prostate-specific antigen level,,,Elevated prostate-specific antigen level,
HP:0025021,,Abnormal erythrocyte sedimentation rate,,,Abnormal erythrocyte sedimentation rate,
HP:0025022,,Decreased erythrocyte sedimentation rate,,,Decreased erythrocyte sedimentation rate,
HP:0025023,,Rectal atresia,,,Rectal atresia,
HP:0025024,,Megarectum,,,Megarectum,
HP:0025025,,Rectovestibular fistula,,,Rectovestibular fistula,
HP:0025026,,H-type rectovestibular fistula,,,H-type rectovestibular fistula,
HP:0025027,,Osteoma cutis,,,Osteoma cutis,
HP:0025028,,Abnormality of enteric nervous system morphology,,,Abnormality of enteric nervous system morphology,
HP:0025029,,Abnormality of enteric neuron morphology,,,Abnormality of enteric neuron morphology,
HP:0025030,,Enteric neuronal degeneration,,,Enteric neuronal degeneration,
HP:0025031,,Abnormality of the digestive system,,,Abnormality of the digestive system,
HP:0025032,,Abnormality of digestive system physiology,,,Abnormality of digestive system physiology,
HP:0025033,,Abnormality of digestive system morphology,,,Abnormality of digestive system morphology,
HP:0025034,,Abnormal morphology of erythroid progenitor cell,,,Abnormal morphology of erythroid progenitor cell,
HP:0025035,,Abnormal proerythroblast morphology,,,Abnormal proerythroblast morphology,
HP:0025037,,Hypothalamic gliosis,,,Hypothalamic gliosis,
HP:0025038,,Intratesticular abscess,,,Intratesticular abscess,
HP:0025039,,Basal ganglia edema,,,Basal ganglia edema,
HP:0025040,,Thalamic edema,,,Thalamic edema,
HP:0025041,,Thalamic calcification,,,Thalamic calcification,
HP:0025042,,Abnormality of mesenteric lymph nodes,,,Abnormality of mesenteric lymph nodes,
HP:0025043,,Enlarged mesenteric lymph node,,,Enlarged mesenteric lymph node,
HP:0025044,,Lung abscess,,,Lung abscess,
HP:0025045,,Abnormal brain lactate level by MRS,,,Abnormal brain lactate level by MRS,
HP:0025046,,Reduced brain lactate level by MRS,,,Reduced brain lactate level by MRS,
HP:0025047,,Abnormal brain choline level by MRS,,,Abnormal brain choline level by MRS,
HP:0025048,,Reduced brain choline level by MRS,,,Reduced brain choline level by MRS,
HP:0025049,,Abnormal brain creatine level by MRS,,,Abnormal brain creatine level by MRS,
HP:0025050,,Elevated brain creatine level by MRS,,,Elevated brain creatine level by MRS,
HP:0025051,,Reduced brain creatine level by MRS,,,Reduced brain creatine level by MRS,
HP:0025052,,Abnormal brain N-acetyl aspartate level by MRS,,,Abnormal brain N-acetyl aspartate level by MRS,
HP:0025053,,Elevated brain N-acetyl aspartate level by MRS,,,Elevated brain N-acetyl aspartate level by MRS,
HP:0025057,,Abnormality of olfactory lobe morphology,,,Abnormality of olfactory lobe morphology,
HP:0025058,,Hypothalamic atrophy,,,Hypothalamic atrophy,
HP:0025059,,Splenic abscess,,,Splenic abscess,
HP:0025060,,Multifocal splenic abscess,,,Multifocal splenic abscess,
HP:0025061,,Unifocal splenic abscess,,,Unifocal splenic abscess,
HP:0025062,,Geophagia,,,Geophagia,
HP:0025063,,Scaphoid abdomen,,,Scaphoid abdomen,
HP:0025064,,Thalamic hemorrhage,,,Thalamic hemorrhage,
HP:0025065,,Abnormal mean corpuscular volume,,,Abnormal mean corpuscular volume,
HP:0025066,,Decreased mean corpuscular volume,,,Decreased mean corpuscular volume,
HP:0025068,,Incomitant strabismus,,,Incomitant strabismus,
HP:0025069,,Concomitant strabismus,,,Concomitant strabismus,
HP:0025070,,Abnormal U wave,,,Abnormal U wave,
HP:0025071,,U wave inversion,,,U wave inversion,
HP:0025072,,Prominent U wave,,,Prominent U wave,
HP:0025073,,Exercise-induced U wave inversion,,,Exercise-induced U wave inversion,
HP:0025074,,Abnormal QRS complex,,,Abnormal QRS complex,
HP:0025075,,Increased QRS voltage,,,Increased QRS voltage,
HP:0025076,,Abnormal QRS voltage,,,Abnormal QRS voltage,
HP:0025077,,Decreased QRS voltage,,,Decreased QRS voltage,
HP:0025078,,Electrical alternans,,,Electrical alternans,
HP:0025079,,Pancreatic abscess,,,Pancreatic abscess,
HP:0025080,,Orthokeratotic hyperkeratosis,,,Orthokeratotic hyperkeratosis,
HP:0025081,,Darier's sign,,,Darier's sign,
HP:0025082,,Abnormal cutaneous elastic fiber morphology,,,Abnormal cutaneous elastic fiber morphology,
HP:0025083,,Elevated dermal desmosine content,,,Elevated dermal desmosine content,
HP:0025084,,Folliculitis,,,Folliculitis,
HP:0025085,,Bloody diarrhea,,none,Bloody diarrhea,HP:0002255
HP:0025086,,Bloody mucoid diarrhea,,,Bloody mucoid diarrhea,
HP:0025087,,Delayed recoil upon stretching of skin,,,Delayed recoil upon stretching of skin,
HP:0025088,,Onychomadesis,,,Onychomadesis,
HP:0025089,,Feculent vomiting,,none,Feculent vomiting,
HP:0025090,,Abnormal large intestinal mucosa morphology,,,Abnormal large intestinal mucosa morphology,
HP:0025092,,Epidermal acanthosis,,,Epidermal acanthosis,
HP:0025093,,Peripapillary exudate,,,Peripapillary exudate,
HP:0025094,,Disciform macular scar,,,Disciform macular scar,
HP:0025095,,Sneeze,,,Sneeze,
HP:0025096,,Paroxysmal sneezing,,,Paroxysmal sneezing,
HP:0025097,,Eyelid myoclonus,,,Eyelid myoclonus,
HP:0025098,,Dysgenesis of the hypothalamus,,,Dysgenesis of the hypothalamus,
HP:0025099,,Dysgenesis of the thalamus,,,Dysgenesis of the thalamus,
HP:0025100,,Abnormal morphology of the hippocampus,,none,Abnormal morphology of the hippocampus,
HP:0025101,,Dysgenesis of the hippocampus,,,Dysgenesis of the hippocampus,
HP:0025102,,Dysgenesis of the basal ganglia,,,Dysgenesis of the basal ganglia,
HP:0025103,,Umbilicated nodule,,,Umbilicated nodule,
HP:0025104,,Capillary malformation,,none,Capillary malformation,HP:0011121
HP:0025105,,Nevus anemicus,,,Nevus anemicus,
HP:0025106,,Nevus roseus,,,Nevus roseus,
HP:0025107,,Cutis marmorata telangiectatica congenita,,,Cutis marmorata telangiectatica congenita,
HP:0025108,,Angioma serpentinum,,,Angioma serpentinum,
HP:0025109,,Reduced red cell pyruvate kinase activity,,,Reduced red cell pyruvate kinase activity,
HP:0025110,,Placoid macular lesion,,,Placoid macular lesion,
HP:0025112,,Sound sensitivity,,none,Sound sensitivity,HP:0000708
HP:0025113,,Misophonia,,,Misophonia,
HP:0025114,,Hypergranulosis,,,Hypergranulosis,
HP:0025115,,Civatte bodies,,,Civatte bodies,
HP:0025116,,Fetal distress,,none,Fetal distress,HP:0001197
HP:0025117,,Rete ridge flattening,,,Rete ridge flattening,
HP:0025118,,Lip discoloration,,none,Lip discoloration,HP:0000159
HP:0025119,,Violet lip discoloration,,,Violet lip discoloration,
HP:0025121,,Simple partial occipital seizures,,,Simple partial occipital seizures,
HP:0025122,,Sawtooth acanthosis,,,Sawtooth acanthosis,
HP:0025123,,White streaks/specks on enamel.,,non-facial dysmorphism,White streaks/specks on enamel.,HP:0011073
HP:0025124,,Fragile teeth,,non-facial dysmorphism,Fragile teeth,
HP:0025125,,White lesion of the oral mucosa,,,White lesion of the oral mucosa,
HP:0025126,,Oral hairy leukoplakia,,,Oral hairy leukoplakia,
HP:0025127,,Actinic keratosis,,,Actinic keratosis,
HP:0025128,,Reduced intraabdominal adipose tissue,,,Reduced intraabdominal adipose tissue,
HP:0025129,,Abnormal small intestinal mucosa morphology,,,Abnormal small intestinal mucosa morphology,
